ID,Task,Question,Sentence,Score
56441,3,14,GIRLS ARE PLAYING SOMETHING,2
15360,3,14,children are playing hopscotch,2
91118,3,14,3 girls are playing outdoors. ,2
40230,3,14,A girl jumps and plays hopscotch.,2
99895,3,14,This girl is playing.,2
94880,3,14,The girl is playing hop scotch. ,2
70029,3,14,The girls are watching the boy.,2
80109,3,14,The girls are playing outdoors.,2
86866,3,14,This girl is jumping.,2
30378,3,14,Girls are playing games,2
21314,3,15,The girl is using a laptop.,2
28273,3,15,The children are doing their homework.,2
44229,3,15,Brother and sister doing homework. ,1
62550,3,15,This girl is looking at a laptop.,2
63491,3,15,A boy is writing and a girl is working on a laptop.,2
81393,3,15,"One kid is using a laptop, while the other kids is writing.",2
61273,3,15,Two children appear to work on homework.,2
29827,3,15,The boy is doing his homework.,2
43029,3,15,The girl is on the computer and the boy is writing.,2
76330,3,15,A child is on the laptop and the other is writing in a notebook.,2
21529,3,15,Two students are studying in a homeschool.,2
74392,3,15,A brother and sister are doing their homework.,2
48286,3,15,Kids are studying,2
69966,3,15,A girl and boy do homework at a table.,2
68261,3,15,Some kids are doing homework.,2
80420,3,15,Kids are doing their homework.,2
38316,3,15,A young girl sits and works at a computer as a boy sits next to her writing. ,2
72739,3,15,children working on a laptop,1
41664,3,15,Children are doing homework.,2
42873,3,15,The girl is using a computer.,2
56441,3,15,BOY IS WRITING FOR NOTEBOOK,0
15360,3,15,children are doing homework,2
91118,3,15,Two kids are doing their homework. ,2
40230,3,15,Children complete their homework.,2
99895,3,15,This boy is studying.,2
94880,3,15,The boy is writing. ,2
70029,3,15,The boy is writing and the girl is watching the laptop.,2
80109,3,15,The kids are doing homework.,2
86866,3,15,This boy is writing.,2
30378,3,15,Two kids are studying,2
21314,3,16,The boy has raised his hand to ask a question.,2
28273,3,16,The boy is about to answer the teacher.,2
44229,3,16,Young man eager to learn by asking question. ,1
62550,3,16,This boy is raising his hand.,2
63491,3,16,A student is raising his hand in class.,2
81393,3,16,A teen has raised his hand to answer a question asked by the teacher.,2
61273,3,16,A student raises their hand in class. ,2
29827,3,16,The boy rises his hand to ask his teacher a question.,2
43029,3,16,The boy is raising his hand.,2
76330,3,16,A student is raising his hand in the classroom.,2
21529,3,16,A student is raising hand to answer the question in the classroom.,1
74392,3,16,A child is raising his hand in the classroom.,2
48286,3,16,Teacher is teaching in a classroom,1
69966,3,16,A student raises his hand in a classroom.,2
68261,3,16,A boy in class is raising his hand.,2
80420,3,16,Kids are in a classroom.,2
38316,3,16,A boy raises his hand as a teacher stands at the front of the classroom. ,2
72739,3,16,student raising his hand in a class,1
41664,3,16,A child raised their hand in class.,2
42873,3,16,The boy has his hand raised. ,2
56441,3,16,THIS BOY IS UP THE HAND,0
15360,3,16,a child raises his hand with a question,2
91118,3,16,A school boy answers a question in the class. ,2
40230,3,16,A boy raises his hand during class.,2
99895,3,16,This boy is raising is hand.,2
94880,3,16,The boy raises his hand. ,2
70029,3,16,The teacher is teaching a subject.,2
80109,3,16,The boy raises his hand in the classroom.,2
86866,3,16,This boy is raising his hand. ,2
30378,3,16,The teacher asking a question and the boy answered it,1
21314,3,17,The boy is pointing to some food at the supermarket.,2
28273,3,17,The boy is helping his father shop for groceries.,2
44229,3,17,Son and dad on shopping trip at the grocery store. ,1
62550,3,17,This boy is pointing at something.,2
63491,3,17,A boy holding a notebook is showing something on the shelves.,2
81393,3,17,The father and son are shopping at a superstore. The boy has the shopping list in his hand.,2
61273,3,17,A little boy points to something on a grocery shelf while his father looks at him.,2
29827,3,17,The boy is holding the grocery list.,2
43029,3,17,The boy is pointing.,2
76330,3,17,A father and son are buying things in a grocery store.,2
21529,3,17,A child is asking his father for something in a supermarket.,2
74392,3,17,A father and son are doing some grocery shopping.,2
48286,3,17,A Father and his son are buying things,2
69966,3,17,A man and boy shop in a grocery store.,2
68261,3,17,A father and son are shopping.,2
80420,3,17,A boy is grocery shopping with his dad.,2
38316,3,17,A boy holds a notebook and points at a grocery shelf as a man looks at him. ,2
72739,3,17,childing grocery shopping with a man,1
41664,3,17,A boy and a man are shopping for produce.,2
42873,3,17,The boy is holding a notepad. ,2
56441,3,17,FATHER & SON ARE SHOPPING,1
15360,3,17,a father and son are shopping,2
91118,3,17,Young boy shops with his father. ,1
40230,3,17,A boy picks out ingredients at the store.,2
99895,3,17,This boy is pointing.,2
94880,3,17,The boy is pointing. ,2
70029,3,17,A man is purchased fruits and vegetables.,1
80109,3,17,The boy and his father are grocery shopping.,2
86866,3,17,This boy is pointing at something.,2
30378,3,17,Father and his son went to purchase a grocery,0
21314,3,18,The woman is handing her credit card to the cashier.,2
28273,3,18,The woman is about to pay for her groceries.,2
44229,3,18,Checkout time at the grocery store. ,1
62550,3,18,This woman is paying for groceries.,2
63491,3,18,A lady is passing her card to pay her grocery bill.,2
81393,3,18,A women hands over her visa card to pay the shopping bill.,2
61273,3,18,A shopper hands the cashier a debit or credit card. ,2
29827,3,18,The woman hands the cashier her credit card.,2
43029,3,18,The person is paying with a credit card.,2
76330,3,18,A woman is using her credit card to buy groceries.,2
21529,3,18,A customer is handing over her credit card to pay the bill in a supermarket.,2
74392,3,18,A woman is paying for groceries with her card.,2
48286,3,18,A Family is paying the bill in a shopping store,2
69966,3,18,A woman hands her credit card to a grocery store cashier.,2
68261,3,18,A woman is buying groceries.,2
80420,3,18,A woman is paying for her groceries.,2
38316,3,18,A woman hands her credit card to a cashier at a checkout stand. ,2
72739,3,18,adult paying for groceries with a credit card,1
41664,3,18,A person is paying for their groceries.,2
42873,3,18,The lady is paying for her groceries. ,2
56441,3,18,TWO HAND IS TOUCHING FOR CREDIT CARD,0
15360,3,18,a woman pays for groceries,2
91118,3,18,A customer pays with her debit card at checkout. ,2
40230,3,18,A woman gives her credit card to a cashier.,2
99895,3,18,This woman is paying.,2
94880,3,18,The woman is handing the cashier a card . ,2
70029,3,18,"The lady is purchased vegetables, fruits and swiping a card.",0
80109,3,18,The woman is paying for groceries.,2
86866,3,18,This woman is handing her credit card to the clerk.,2
30378,3,18,The lady give her Credit card for billing,1
21314,3,19,There is a colorful playground.,2
28273,3,19,An empty playground during a nice day.,1
44229,3,19,Empty playground on a warm summer day. ,1
62550,3,19,This playground is empty.,2
63491,3,19,This is an empty playground for kids.,2
81393,3,19,This is a children's park with various recreational equipment.,2
61273,3,19,A playground is shown with no children around. ,2
29827,3,19,It's an empty playground on a sunny day.,2
43029,3,19,This is a empty playground.,2
76330,3,19,The playground equipment in the park is empty.,2
21529,3,19,There is a garden where kids can play.,2
74392,3,19,Some playground equipment is vacant on a cloudy day.,2
48286,3,19,A Children's park without anyone,0
69966,3,19,A big toy sits on a playground.,2
68261,3,19,The playground is clean and colorful.,2
80420,3,19,A colorful playground.,1
38316,3,19,Colorful playground equipment sits on a platform in a green patch of grass. ,2
72739,3,19,photo of a playground,1
41664,3,19,A brightly colored playground is empty.,2
42873,3,19,There is no one at the playground.,2
56441,3,19,THIS PLACE IS CHILDREN PLAYING PLACE,0
15360,3,19,no one is on the playground,2
91118,3,19,A scene at the park. ,1
40230,3,19,A playground on a sunny day. ,1
99895,3,19,This park is empty.,2
94880,3,19,It is a playground. ,2
70029,3,19,I am see the park.,1
80109,3,19,The playground is empty.,2
86866,3,19,This is a playground.,2
30378,3,19,Park for playing childrens,1
21314,3,20,The boy is riding in a toy car with his teddy bear.,2
28273,3,20,A boy driving his toy car with his teddy bear.,2
44229,3,20,Young boy in his toy car with a special passenger. ,1
62550,3,20,This boy is riding in a car.,2
63491,3,20,"A boy is riding his toy car on the road, with a teddy bear behind him.",2
81393,3,20,The boy is driving a toy car. A teddy bear is sitting in the rear seat.,2
61273,3,20,A little boy drives a toy car around with his stuffed bear in the back.,2
29827,3,20,The boy is driving his toy car with a giant teddy bear in the back.,2
43029,3,20,The little boy is riding a toy car.,2
76330,3,20,A kid is driving a toy car.,2
21529,3,20,A kid is driving a small car with his teddy bear sitting behind him.,2
74392,3,20,A youngster is driving his toy car down the road.,2
48286,3,20,A kid is driving his car with his teddy pear ,1
69966,3,20,A young boy drives a toy car.,2
68261,3,20,The boy is riding in his toy car.,2
80420,3,20,A boy is riding in his toy car with his teddy bear.,2
38316,3,20,A small boy steers a toy vehicle with a teddy bear sitting next to him. ,2
72739,3,20,child riding with a teddy bear,1
41664,3,20,A boy takes a teddy bear for a ride in his toy car.,2
42873,3,20,The boy is driving his bear around.,2
56441,3,20,BOY IS ACTIVE FOR BATTERY CAR,0
15360,3,20,a boy rides a toy car with a large teddy bear,2
91118,3,20,Young boy and his teddy bear driving a toy car. ,1
40230,3,20,A boy rides in his toy car with a teddy bear.,2
99895,3,20,This boy is riding a toy car.,2
94880,3,20,The boy is driving a toy car. ,2
70029,3,20,The boy is drive a car.,1
80109,3,20,The boy is giving his teddy bear a ride.,2
86866,3,20,This boy is riding a toy car.,2
30378,3,20,little boy driving a toy car with his teddy,1
21314,3,21,The family is playing on the beach.,2
28273,3,21,A family relaxing and playing at the beach.,1
44229,3,21,Family enjoying time at the beach. ,1
62550,3,21,This woman is laying on the beach.,2
63491,3,21,People are relaxing on a beach.,2
81393,3,21,The family is enjoying there day at the beach.,1
61273,3,21,People enjoy a nice day at the beach.,2
29827,3,21,The family is enjoying the day at the beach.,2
43029,3,21,The people are enjoying themselves on the beach.,2
76330,3,21,A family is having fun on the beach.,2
21529,3,21,People are enjoying on a sea beach.,1
74392,3,21,A group of people is lounging around at the beach.,2
48286,3,21,People are spending time on a beach,2
69966,3,21,A family relaxes on a beach.,2
68261,3,21,Some people are enjoying the beach.,2
80420,3,21,People are relaxing and playing on the beach.,2
38316,3,21,"Several people engage in various activities on a beach, some talking, and one reading her phone. ",2
72739,3,21,people enjoying the beach,1
41664,3,21,A family enjoys the beach.,2
42873,3,21,The family is at the beach.,2
56441,3,21,FAMILY IS ENJOYING BEACH SAND,1
15360,3,21,a family enjoys the beach,2
91118,3,21,A group of people relaxing at the beach. ,1
40230,3,21,A family plays together at the beach.,2
99895,3,21,This woman is reading.,2
94880,3,21,The woman is laying on the beach. ,2
70029,3,21,The families are staying the beech.,1
80109,3,21,People are enjoying the beach.,2
86866,3,21,This woman is looking at her phone.,2
30378,3,21,They are enjoy the Vacation,2
21314,3,22,The family is cooking together.,2
28273,3,22,A family cooking together.,1
44229,3,22,Family is cooking together for Thanksgiving. ,1
62550,3,22,This boy is cooking.,2
63491,3,22,A man and an woman is working in the kitchen with two children nearby.,1
81393,3,22,The family is in the kitchen and preparing a dessert.,2
61273,3,22,A family gathers in the kitchen to cook together.,2
29827,3,22,The children are helping their parents in the kitchen.,2
43029,3,22,The family is cooking together.,2
76330,3,22,A family is preparing a meal together.,2
21529,3,22,A family is cooking something together in the kitchen.,2
74392,3,22,A family is baking together in the kitchen.,2
48286,3,22,A family is preparing food,2
69966,3,22,A family cooks dinner at home.,2
68261,3,22,A family is cooking dinner.,2
80420,3,22,A family is cooking together.,2
38316,3,22,A man and woman stand in a kitchen with two children mixing together ingredients in bowls. ,2
72739,3,22,people cooking in the kitchen,1
41664,3,22,a Family is baking in the kitchen.,2
42873,3,22,The man is wearing an apron.,2
56441,3,22,FAMILY IS COOKING FOR THE KITCHEN,0
15360,3,22,a family is cooking together,2
91118,3,22,A family preparing dinner. ,1
40230,3,22,A family cooks together.,2
99895,3,22,This man is cooking.,2
94880,3,22,The man is cooking. ,2
70029,3,22,The man and woman are cooked with children.,1
80109,3,22,The family is cooking together.,2
86866,3,22,This man is making food.,2
30378,3,22,The whole family preparing a food,0
21314,3,23,The mom is giving her children cookies.,2
28273,3,23,A mother treating her children to milk and cookies.,1
44229,3,23,Mom giving treats to her kids.,1
62550,3,23,This boy is eating a cookie.,2
63491,3,23,A mother is handing a plate of cookies to two children.,2
81393,3,23,The mother is serving cookies to the kids.,2
61273,3,23,A mom serves a plate of cookies to her small kids.,2
29827,3,23,The boy takes a cookie from the tray.,2
43029,3,23,The family is eating cookies.,2
76330,3,23,A mom is giving cookies to her children.,2
21529,3,23,A lady is offering cookies to two kids.,2
74392,3,23,A mother is giving some fresh baked cookies to her children.,2
48286,3,23,Mother is giving snacks to his kids,1
69966,3,23,A mom gives a girl and boy cookies.,2
68261,3,23,The kids are having cookies and milk.,2
80420,3,23,Kids are eating cookies that their mom is giving them.,2
38316,3,23,A woman holds a plate full of cookies as a small boy and small girl eat one the cookies. ,1
72739,3,23,children enjoy a plate of cookies,2
41664,3,23,Children eat cookies and milk.,2
42873,3,23,The mom is giving the kids cookies. ,2
56441,3,23,CHILDREN ARE EATING BISCUIT,1
15360,3,23,a mother serves two children cookies,2
91118,3,23,Wife serves snacks to her children. ,2
40230,3,23,A woman offers cookies to her kids.,2
99895,3,23,This boy is eating a cookie.,2
94880,3,23,The girl eats cookies. ,2
70029,3,23,The children is eating the snacks.,1
80109,3,23,The mother has baked something good.,2
86866,3,23,This boy is eating a cookie;.,2
30378,3,23,The mom gives a snacks for her kids,1
21314,3,24,The man is afraid.,2
28273,3,24,A distraught man trying to pay for his groceries.,1
44229,3,24,Shocked man once he sees his total at the store. ,1
62550,3,24,This man is talking.,2
63491,3,24,Four people are shopping.,2
81393,3,24,"In a superstore, a man is taking something out of his wallet. Few people are looking at him.",2
61273,3,24,People look at a man in a line at a store.,2
29827,3,24,The man opens his wallet and has a surprised expression on his face.,2
43029,3,24,The man is angry.,2
76330,3,24,A man is reaching in his wallet to pay for groceries.,2
21529,3,24,A customer is about to pay from his wallet.,2
74392,3,24,A man is haggling about price in the grocery line.,2
48286,3,24,An angry person is looking at someone,2
69966,3,24,A man stands in a line at a grocery store.,2
68261,3,24,A man is making a purchase.,2
80420,3,24,A man is paying for his groceries.,2
38316,3,24,"A man with a scared facial expression holds an empty wallet while standing in line at a checkout lane and other people wait in line behind him, watching him. ",2
72739,3,24,man reaching into his wallet,1
41664,3,24,A man has no money to pay for his groceries.,2
42873,3,24,The man is wearing a gray coat.,2
56441,3,24,MAN IS VERY ANGRY FACE,0
15360,3,24,a man forgot his debit card,2
91118,3,24,Customer asks a question at checkout. ,1
40230,3,24,A man looks concerned in a line.,2
99895,3,24,This man is paying.,2
94880,3,24,The man is in line. ,2
70029,3,24,Embarrassed man at supermarket checkout forgot his money for payment.,1
80109,3,24,They are waiting in line at the grocery store.,2
86866,3,24,This man is reaching for money.,2
30378,3,24,He forgot money,2
